community_id,protein_id,method,dataset,seed,source_method,source_dataset,membership_type,membership_score,topology_score,semantic_score,go_score,expansion_gain
214,YGR134W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
214,YJR011C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
214,YNL288W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
214,YNR052C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
215,YGR078C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
215,YLR200W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
215,YML094W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
215,YNL153C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
216,YDR331W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
216,YDR434W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
216,YHR188C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
216,YLR088W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
217,YBR169C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
217,YJL006C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
217,YKL139W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
217,YML112W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
217,YOR007C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
217,YOR164C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YBR106W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YCR043C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YDR245W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YDR525W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YEL036C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YER017C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YFL026W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YGR132C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YGR231C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YJL183W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YJR075W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YMR089C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
219,YPL050C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
220,YBR171W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
220,YLR292C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
220,YOR254C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
220,YPL094C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
221,YBR031W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
221,YBR205W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
221,YDR170C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
221,YFR044C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
221,YLR342W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YBR102C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YDR166C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YER008C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YGL233W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YIL068C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YJL085W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YLR166C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YML097C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
222,YPR055W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
223,YAL003W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
223,YBR118W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
223,YDR204W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
223,YDR314C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
223,YEL037C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
223,YKL101W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
223,YPL048W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
224,YGR240C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
224,YNL045W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
224,YOR286W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
224,YPL193W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
225,YGL201C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
225,YLR274W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
225,YMR192W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
225,YNL112W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
226,YGR194C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
226,YNL265C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
227,YBR057C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
227,YGL036W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
227,YKR031C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
228,YDR320C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
228,YLR423C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
228,YPL166W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
228,YPR049C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YBR135W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YBR160W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YDL155W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YGR155W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YKR091W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YLR079W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YMR199W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
229,YPL256C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
230,YAL042W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
231,YDL208W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
231,YKR018C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
232,YGR180C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
232,YIL070C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
232,YJL026W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
232,YJL115W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
232,YJR140C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
232,YML055W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
233,YDL100C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
233,YDR196C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
233,YER083C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
233,YFL044C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
233,YJL194W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
234,YDR122W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
234,YHR158C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
235,YGR028W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
235,YHR029C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
235,YJL020C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
235,YJL123C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
235,YJL146W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
236,YJL168C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
237,YDR050C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
237,YGL131C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
237,YJL049W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
237,YKL065C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
237,YMR052W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
237,YNL127W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YAL033W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YBL018C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YBR167C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YBR257W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YDR478W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YGR030C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YHR062C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YNL221C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
238,YNL282W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YBR254C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YDR108W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YDR246W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YDR407C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YDR472W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YGR143W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YGR166W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YKR068C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YML077W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YMR218C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
239,YOR115C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
240,YBR139W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
240,YDR027C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
240,YDR484W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
240,YGR205W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
240,YJL029C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
240,YJL034W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
241,YGR016W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
241,YGR026W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
242,YJR045C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
242,YKL096W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
242,YKR082W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
243,YBR162C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
243,YMR214W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
244,YDR225W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
244,YDR243C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
244,YMR043W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
245,YDR140W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
245,YNR046W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
245,YNR050C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
245,YOL124C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
246,YAL010C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
246,YJL066C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
246,YKR052C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
246,YMR203W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
246,YMR241W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
246,YPR024W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
247,YGL094C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
247,YKL025C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
248,YBL085W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
248,YBR238C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
248,YIL161W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
249,YBL064C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
249,YDR069C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
249,YLR436C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
249,YMR304W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
250,YDR406W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
250,YGL234W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
250,YGR060W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
250,YML029W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
250,YNL178W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
250,YOL013C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
251,YAL026C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
251,YAL053W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
251,YML072C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
251,YOR153W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
252,Q0080 0,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
252,YHL003C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
252,YHR047C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
253,YDL033C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
253,YGL039W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
253,YIL161W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
254,YER125W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
254,YHR131C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
254,YJL084C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
254,YKR021W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
254,YOR124C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
254,YOR138C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
255,YJL128C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
255,YLR006C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
255,YNR031C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YBL084C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YDR118W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YGL240W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YHR166C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YKL022C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YLR102C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YLR127C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YNL172W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
256,YOR249C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
257,YGL221C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
257,YGR178C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
258,YGR234W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
258,YLL013C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
259,YGR262C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
259,YJL184W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
259,YKR038C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
259,YML036W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
260,YDR035W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
260,YOR230W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
261,YBR069C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
261,YGL055W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
261,YNL064C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
262,YMR152W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
263,YFL048C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
263,YIL053W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
264,YKL010C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
264,YOR239W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
267,YJL138C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
267,YKR059W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
269,BLM3 YO,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
269,L038W 0.,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
270,BLM3 YF,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
270,R050C 0.,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
271,BLM3 YJ,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
271,L001W 0.,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
272,BLM3 YK,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
272,L168C 0.,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
273,YBR260C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
273,YDL080C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
273,YGR196C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
274,YBL017C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
274,YKL054C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
276,YBR052C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
276,YBR053C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
276,YCR004C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
276,YDR032C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
276,YNL010W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
277,YGR027C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
277,YKL125W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
277,YML126C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
277,YPR004C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
278,YHR183W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
278,YNL069C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YAL007C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YAR002C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YDL018C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YGL142C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YGL200C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YHR110W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YML012W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
279,YOR016C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
280,YHL001W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
280,YMR029C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
281,YIL143C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
281,YOR168W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
281,YOR352W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
282,YDL102W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
282,YJR006W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
282,YJR043C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
283,YBL105C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
283,YGR254W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
283,YMR014W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
284,YLL048C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
284,YML070W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
284,YNL238W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
284,YOL031C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
285,YER018C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
285,YIL144W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
285,YMR117C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
285,YOL069W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
286,YDL165W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
286,YPR072W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
287,YAL039C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
287,YAR035W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
288,YHL002W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
288,YNR006W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
289,YER031C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
289,YER136W,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
289,YFL038C,MCL+overlap,gavin_yeast,42.0,MCL+overlap,gavin_yeast,,,,,,
